PlayerID,Age_Group,Gender,Country,Subscription_Tier,Avg_Session_Min,Total_Hours_Played,Games_Owned,Total_Spend_USD,Joined_Year,Churn_Flag,Preferred_Genre,Preferred_Device,Friends_Count,Achievement_Points
2757,18-24,Male,Italy,Free,62.5,164.5,18,46.6,2018,0,RPG,Console,325,27232
2758,18-24,Male,Germany,Free,5.7,138.5,29,20.92,2023,0,Adventure,Mobile,153,18966
2759,18-24,Male,Japan,Basic,20.0,65.9,98,16.46,2015,0,Adventure,Mobile,9,28265
2760,13-17,Male,Canada,Basic,32.0,35.0,51,19.55,2022,1,Strategy,PC,88,13132
2761,18-24,Male,Netherlands,Free,18.0,176.0,29,25.92,2016,1,Fighting,Handheld,410,47327
2762,18-24,Female,Spain,Premium,24.5,81.5,91,34.96,2017,0,Adventure,Mobile,136,26136
2763,25-34,Female,Mexico,Free,68.3,278.7,95,70.04,2016,0,Sports,Mobile,167,49336
2764,13-17,Male,Mexico,Ultimate,32.5,161.8,63,18.17,2024,1,Strategy,PC,467,37401
2765,18-24,Male,UK,Ultimate,15.7,151.1,112,118.76,2020,0,Sports,Mobile,174,23322
2766,35-44,Female,Spain,Ultimate,70.3,483.7,119,164.65,2019,0,RPG,Handheld,156,35491
2767,13-17,Male,Germany,Premium,40.5,27.5,98,162.13,2021,0,Action,Mobile,336,21023
2768,18-24,Female,Spain,Free,41.8,1240.3,81,222.01,2023,0,Racing,Mobile,382,16794
2769,35-44,Male,UK,Premium,16.2,10.8,20,23.28,2021,0,Puzzle,Mobile,471,32429
2770,13-17,Female,Saudi Arabia,Free,4.3,846.4,31,36.38,2023,0,Fighting,Mobile,463,49072
2771,13-17,Female,Australia,Ultimate,16.0,188.9,31,79.04,2019,0,RPG,PC,101,16846
2772,25-34,Male,UAE,Free,14.8,79.1,58,28.86,2017,0,Fighting,Handheld,407,17789
2773,18-24,Female,USA,Free,20.3,25.4,103,9.6,2017,0,Strategy,PC,350,42913
2774,25-34,Male,Spain,Ultimate,16.9,72.3,85,25.7,2018,0,RPG,Mobile,27,18906
2775,35-44,Male,UK,Free,36.2,121.9,7,633.99,2016,0,Racing,PC,338,25688
2776,13-17,Male,Russia,Free,67.0,187.5,96,17.91,2017,0,RPG,Handheld,177,1309
2777,25-34,Female,Saudi Arabia,Basic,78.3,841.1,119,16.6,2023,0,Strategy,PC,160,27775
2778,25-34,Male,Netherlands,Premium,64.7,162.1,12,24.04,2023,0,RPG,Handheld,193,17056
2779,13-17,Female,China,Basic,16.1,217.8,87,125.89,2022,0,Racing,PC,482,10870
2780,25-34,Male,Russia,Premium,34.7,225.9,61,92.02,2016,0,Simulation,PC,124,7850
2781,18-24,Male,Canada,Ultimate,115.8,100.2,43,157.49,2023,0,Adventure,Handheld,369,6137
2782,25-34,Female,Italy,Free,9.3,117.8,49,2437.67,2019,0,Simulation,Handheld,428,12301
2783,13-17,Male,Canada,Basic,97.4,130.5,107,187.09,2022,0,Simulation,PC,226,12512
2784,25-34,Male,Saudi Arabia,Premium,14.9,314.7,40,210.45,2020,0,Fighting,Mobile,274,18236
2785,18-24,Male,Brazil,Basic,41.9,49.6,70,3981.76,2016,1,Fighting,Handheld,268,42352
2786,35-44,Male,China,Basic,46.1,80.8,32,113.79,2015,0,Shooter,Handheld,464,33812
2787,13-17,Female,Japan,Free,38.5,227.6,63,30.33,2018,1,Racing,Handheld,346,33504
2788,18-24,Male,Australia,Free,196.9,40.8,102,34.66,2018,0,Adventure,Handheld,266,47644
2789,25-34,Male,Australia,Free,26.0,170.1,15,266.45,2021,0,Strategy,PC,156,31304
2790,25-34,Male,Poland,Free,8.9,77.1,90,8.35,2016,0,Puzzle,PC,105,13277
2791,25-34,Male,India,Free,44.0,272.1,84,2.95,2018,0,Puzzle,Console,55,3208
2792,25-34,Male,Russia,Basic,28.9,771.7,12,15.93,2024,0,Sports,PC,260,44127
2793,35-44,Non-binary,Australia,Free,51.6,77.2,105,186.75,2015,1,Puzzle,Mobile,67,10600
2794,35-44,Female,Brazil,Premium,67.1,368.4,109,132.83,2021,1,Shooter,PC,369,7638
2795,18-24,Male,Japan,Ultimate,32.2,188.8,111,42.95,2017,0,Sports,Console,129,1609
2796,25-34,Male,UAE,Free,46.9,93.6,111,271.45,2022,1,Puzzle,Handheld,290,3836
2797,35-44,Non-binary,Turkey,Basic,37.2,149.6,26,135.97,2015,0,Simulation,Mobile,390,4541
2798,55+,Male,Australia,Ultimate,138.9,704.5,30,91.47,2015,0,Simulation,PC,25,28472
2799,45-54,Male,Germany,Basic,24.6,120.8,93,53.2,2023,0,Racing,Console,71,32726
2800,18-24,Female,Australia,Ultimate,19.1,714.0,30,209.46,2019,0,Simulation,Console,312,24603
2801,18-24,Male,Australia,Free,67.0,128.5,77,169.52,2018,0,Sports,PC,304,12316
2802,25-34,Male,Japan,Premium,15.7,27.3,105,36.25,2018,0,Simulation,PC,224,41194
2803,35-44,Non-binary,France,Basic,45.3,124.5,62,184.96,2022,0,Action,PC,443,37866
2804,25-34,Female,France,Free,28.9,24.8,43,20.48,2023,1,Adventure,Console,10,10160
2805,25-34,Male,India,Ultimate,30.5,101.4,22,77.66,2021,0,Fighting,Handheld,469,3634
2806,35-44,Male,USA,Ultimate,232.7,96.8,107,99.54,2022,0,Adventure,Handheld,461,14522
2807,18-24,Male,Australia,Free,88.9,1313.2,105,33.03,2016,0,Strategy,Mobile,375,18216
2808,35-44,Female,Mexico,Ultimate,75.0,1023.8,17,66.76,2024,0,Simulation,PC,211,41750
2809,18-24,Male,Canada,Free,50.6,164.4,23,135.92,2021,0,Adventure,PC,411,8003
2810,18-24,Male,Spain,Premium,19.0,635.0,25,10.77,2018,0,Simulation,Handheld,8,34331
2811,25-34,Non-binary,Brazil,Free,40.8,92.1,117,71.95,2022,0,Simulation,PC,33,841
2812,35-44,Male,Saudi Arabia,Free,52.8,26.8,70,1513.42,2024,1,Racing,Mobile,252,21110
2813,13-17,Male,USA,Premium,38.8,279.6,118,15.81,2022,0,Puzzle,Handheld,178,12103
2814,18-24,Male,Turkey,Free,35.7,229.0,37,255.94,2024,0,Sports,PC,449,12767
2815,45-54,Male,India,Free,24.1,48.2,90,47.3,2016,0,Racing,Console,406,38433
2816,18-24,Male,India,Basic,41.2,50.8,57,321.98,2023,0,Strategy,Console,207,41873
2817,25-34,Female,Russia,Free,21.7,458.3,85,18.45,2020,0,Puzzle,Mobile,374,27168
2818,25-34,Female,Saudi Arabia,Premium,58.1,19.7,99,55.1,2019,0,Shooter,Handheld,270,38198
2819,25-34,Male,South Korea,Free,6.6,290.0,70,1504.66,2023,0,Fighting,Mobile,441,5457
2820,25-34,Male,Netherlands,Premium,98.2,101.8,22,42.11,2017,0,Action,PC,139,13314
2821,18-24,Male,China,Free,11.6,290.5,81,141.19,2019,0,Racing,Handheld,195,29845
2822,25-34,Male,Mexico,Free,14.1,485.9,75,133.19,2019,0,Shooter,PC,198,13809
2823,18-24,Male,Netherlands,Free,45.9,52.0,4,2.6,2022,0,Simulation,PC,106,11514
2824,25-34,Non-binary,Netherlands,Basic,51.0,37.8,58,106.63,2023,1,Adventure,Console,175,29583
2825,13-17,Male,UAE,Free,174.6,862.2,44,8.53,2023,1,RPG,Console,434,26080
2826,25-34,Male,Germany,Basic,42.0,138.6,74,141.08,2019,0,RPG,Mobile,387,30543
2827,18-24,Male,Australia,Free,32.1,219.9,17,65.14,2016,0,Racing,Console,62,14555
2828,18-24,Male,India,Ultimate,38.6,442.7,102,10.25,2024,0,Sports,PC,283,17446
2829,18-24,Male,South Korea,Free,118.2,46.8,18,9.16,2020,0,Sports,Mobile,112,2514
2830,18-24,Male,Spain,Premium,230.3,438.1,53,48.95,2018,0,Shooter,Mobile,73,38115
2831,35-44,Male,Turkey,Free,28.6,320.0,19,2256.44,2023,0,Strategy,PC,316,43070
2832,18-24,Female,Spain,Free,51.1,866.1,86,623.27,2022,0,Strategy,PC,46,26748
2833,45-54,Male,Spain,Free,31.2,848.2,61,93.63,2020,0,Puzzle,Handheld,231,19315
2834,55+,Male,Russia,Free,30.7,160.2,57,118.27,2016,0,Shooter,PC,272,10912
2835,25-34,Male,Spain,Basic,148.9,366.4,79,134.62,2017,0,Fighting,PC,426,1512
2836,13-17,Female,Netherlands,Ultimate,15.8,156.6,44,24.49,2016,0,Simulation,Console,306,11662
2837,18-24,Male,India,Free,5.1,176.7,19,19.32,2020,0,Simulation,Console,25,4376
2838,35-44,Male,Saudi Arabia,Basic,42.7,38.3,25,195.7,2018,0,Racing,Console,63,1054
2839,18-24,Male,South Korea,Free,86.6,113.4,37,22.14,2015,1,Simulation,Console,89,14139
2840,13-17,Female,Mexico,Free,39.5,17.2,18,473.82,2023,0,Strategy,Console,359,29867
2841,25-34,Male,Italy,Free,49.5,125.8,58,7.17,2020,0,Sports,Handheld,262,29673
2842,35-44,Male,Canada,Ultimate,60.5,723.5,12,14.12,2016,0,Fighting,PC,221,17662
2843,35-44,Male,Australia,Free,36.2,377.5,32,456.46,2017,1,Strategy,Handheld,262,1935
2844,18-24,Male,France,Premium,51.7,169.8,26,35.51,2022,1,RPG,Handheld,375,36168
2845,25-34,Male,Canada,Free,51.0,116.5,26,45.43,2023,0,Puzzle,Mobile,364,13509
2846,18-24,Male,USA,Free,6.9,77.6,47,143.76,2023,0,RPG,PC,343,40221
2847,18-24,Female,Italy,Basic,36.3,49.3,42,310.49,2019,1,Action,Console,2,31783
2848,35-44,Female,Canada,Free,9.4,396.4,92,136.27,2018,0,Action,Console,459,39418
2849,18-24,Male,Mexico,Free,32.1,23.5,89,84.01,2019,0,Puzzle,Mobile,91,17792
2850,18-24,Male,Poland,Free,22.3,22.9,94,181.45,2015,0,Shooter,Mobile,160,5823
2851,<13,Male,Brazil,Free,75.7,439.3,51,100.86,2017,0,Strategy,PC,302,39458
2852,35-44,Male,China,Premium,40.3,190.5,41,278.01,2023,1,Puzzle,PC,139,30708
2853,35-44,Female,Brazil,Free,48.4,156.6,102,3965.37,2022,0,Racing,Mobile,149,10848
2854,25-34,Prefer not to say,Mexico,Premium,28.4,190.3,78,116.51,2018,0,Simulation,Handheld,140,30325
2855,35-44,Male,Germany,Free,76.8,1655.9,65,15.03,2015,0,Racing,Console,228,45022
2856,13-17,Male,Australia,Ultimate,9.2,158.7,97,259.33,2017,1,Action,Handheld,389,40014
2857,25-34,Male,Canada,Basic,16.2,211.0,61,43.84,2018,0,Adventure,PC,306,22713
2858,18-24,Female,UK,Free,92.7,1754.0,75,90.53,2018,0,Action,Handheld,43,34917
2859,13-17,Female,UK,Ultimate,23.4,137.5,35,94.63,2015,0,Sports,Handheld,129,18894
2860,25-34,Female,Mexico,Free,5.9,1178.0,85,22.82,2020,0,Sports,PC,482,25965
2861,45-54,Female,India,Basic,105.9,11.8,22,31.31,2023,0,RPG,PC,160,47390
2862,<13,Male,UK,Basic,78.4,36.8,69,1.71,2022,0,Racing,Handheld,185,22420
2863,18-24,Female,Australia,Free,58.5,66.6,40,46.89,2016,0,Shooter,Handheld,131,31046
2864,18-24,Female,Netherlands,Ultimate,35.7,299.1,54,126.62,2021,1,Strategy,Handheld,430,37539
2865,18-24,Male,Russia,Premium,125.0,1247.4,82,55.81,2017,0,Adventure,PC,476,23150
2866,45-54,Male,Italy,Premium,90.6,73.0,37,27.38,2020,1,Fighting,PC,195,206
2867,25-34,Female,UAE,Ultimate,114.2,480.1,44,96.13,2016,0,Puzzle,Console,484,6051
2868,25-34,Male,Japan,Basic,57.8,2174.8,119,13.28,2022,0,Fighting,Mobile,224,47337
2869,35-44,Female,Japan,Free,36.5,970.4,29,11.17,2018,1,Fighting,Mobile,494,9531
2870,13-17,Female,China,Premium,24.1,91.4,82,120.15,2020,0,Strategy,Mobile,55,19964
2871,25-34,Female,Turkey,Free,12.0,420.8,117,130.5,2017,0,Simulation,PC,322,20761
2872,18-24,Female,Brazil,Free,49.5,223.0,12,117.52,2015,0,Sports,Console,335,42603
2873,25-34,Male,UK,Basic,52.9,67.3,21,34.79,2016,0,Puzzle,PC,437,35104
2874,55+,Female,Russia,Ultimate,25.0,247.8,40,281.57,2024,0,Sports,Handheld,91,46847
2875,35-44,Male,China,Free,54.1,84.1,30,10.12,2022,0,Strategy,PC,73,8686
2876,18-24,Male,Poland,Premium,25.4,172.3,64,34.97,2020,0,Action,PC,307,2911
2877,35-44,Male,Netherlands,Basic,66.3,28.4,41,167.62,2018,1,Simulation,Handheld,115,35215
2878,18-24,Male,Russia,Free,16.4,17.9,79,198.22,2023,0,Adventure,PC,16,32640
2879,<13,Female,Germany,Premium,14.2,105.2,99,17.14,2021,0,Racing,Mobile,212,5056
2880,18-24,Prefer not to say,UAE,Ultimate,27.3,217.4,47,1358.17,2015,1,Strategy,Mobile,191,13164
2881,18-24,Male,Russia,Free,64.3,38.3,92,44.89,2020,0,Action,Handheld,439,2431
2882,25-34,Male,Saudi Arabia,Free,13.1,279.1,4,62.29,2018,0,Fighting,Mobile,274,44244
2883,25-34,Male,Spain,Free,76.7,156.2,28,236.79,2020,1,Adventure,Console,210,21774
2884,45-54,Male,Netherlands,Premium,8.9,323.9,94,559.98,2022,0,Puzzle,Console,220,40475
2885,25-34,Female,Mexico,Free,27.2,461.6,48,59.88,2023,0,Action,PC,345,45043
2886,25-34,Male,Poland,Free,10.7,744.2,57,317.32,2017,0,Racing,PC,299,16546
2887,13-17,Female,Netherlands,Premium,4.1,306.1,115,27.54,2016,0,Strategy,Mobile,0,5
2888,<13,Female,Australia,Basic,44.4,104.1,114,666.9,2024,0,RPG,Handheld,73,4742
2889,25-34,Male,Canada,Free,28.7,186.2,91,57.85,2021,0,Action,Handheld,312,22171
2890,18-24,Female,Saudi Arabia,Ultimate,10.8,2428.5,16,87.5,2021,0,Adventure,PC,278,11185
2891,35-44,Male,Spain,Ultimate,21.9,484.2,96,32.45,2017,1,Sports,Mobile,78,32503
2892,13-17,Male,India,Ultimate,47.2,161.7,12,75.49,2019,0,Action,Console,423,8676
2893,<13,Female,Mexico,Free,24.7,123.9,108,18.26,2024,0,Adventure,Handheld,320,47396
2894,18-24,Female,Australia,Ultimate,28.2,72.4,55,49.72,2022,0,Adventure,Handheld,371,48892
2895,18-24,Male,Japan,Premium,24.1,35.7,36,56.02,2017,0,Shooter,Mobile,109,32158
2896,<13,Male,Spain,Free,20.8,1152.6,15,11.2,2022,1,Adventure,Console,421,24582
2897,25-34,Male,UK,Basic,20.6,263.5,19,23.18,2017,0,Action,Handheld,147,25509
2898,13-17,Male,Germany,Free,20.1,32.4,18,2.34,2018,1,Strategy,PC,370,37102
2899,25-34,Prefer not to say,Brazil,Premium,18.1,127.7,90,8.49,2017,0,Strategy,Mobile,434,39976
2900,18-24,Male,Turkey,Premium,14.7,681.7,75,53.46,2019,1,Adventure,Console,339,7416
2901,18-24,Male,Italy,Premium,24.4,86.8,94,230.27,2022,0,Strategy,PC,150,27532
2902,18-24,Female,UK,Free,19.8,55.8,28,31.96,2019,0,Action,Console,350,34827
2903,35-44,Male,Russia,Basic,14.1,227.7,56,52.15,2021,0,Sports,Console,496,42137
2904,18-24,Male,India,Free,61.1,326.9,23,311.86,2018,0,Puzzle,Console,80,40910
2905,35-44,Non-binary,Netherlands,Ultimate,88.8,86.9,79,190.54,2024,0,Simulation,PC,218,4306
2906,13-17,Female,Germany,Premium,33.1,72.3,112,186.44,2016,0,Strategy,PC,101,21226
2907,35-44,Female,UAE,Free,34.9,257.9,11,65.29,2020,1,Simulation,Console,301,45485
2908,18-24,Male,UAE,Free,19.0,38.5,43,26.18,2019,1,Adventure,Handheld,260,2209
2909,25-34,Female,Brazil,Premium,77.8,77.8,85,98.85,2022,0,RPG,Mobile,419,16862
2910,25-34,Male,Japan,Basic,133.0,128.5,45,373.82,2022,0,RPG,PC,43,38513
2911,45-54,Male,Mexico,Premium,29.0,360.3,39,821.53,2015,0,Sports,PC,227,13420
2912,18-24,Prefer not to say,Saudi Arabia,Free,21.8,88.8,95,2016.22,2022,0,Action,Console,306,21943
2913,13-17,Male,Russia,Premium,43.5,291.8,79,541.61,2017,0,Puzzle,PC,86,29880
2914,<13,Female,Spain,Free,36.7,601.4,81,58.3,2016,1,RPG,Console,371,40994
2915,35-44,Male,Brazil,Basic,22.2,80.8,89,8.99,2024,0,RPG,PC,415,4624
2916,25-34,Male,Mexico,Ultimate,48.3,7097.6,24,134.69,2018,0,Sports,Console,113,3488
2917,35-44,Female,Saudi Arabia,Basic,70.1,815.2,45,282.84,2024,1,Simulation,PC,149,18486
2918,18-24,Male,UK,Free,17.7,205.8,36,1.19,2022,0,Puzzle,Console,90,37601
2919,18-24,Female,France,Ultimate,253.1,119.3,97,5.94,2019,0,Action,Console,50,11921
2920,<13,Male,Brazil,Free,9.7,76.2,108,27.52,2021,0,Shooter,Mobile,205,37537
2921,55+,Non-binary,UAE,Premium,16.8,1089.6,4,17.23,2022,1,Action,Handheld,419,15073
2922,25-34,Male,China,Basic,39.9,191.1,65,4.89,2017,0,Strategy,Mobile,202,7000
2923,45-54,Male,Turkey,Free,199.8,26.4,102,96.55,2021,0,Adventure,Mobile,460,8681
2924,18-24,Male,Turkey,Free,21.1,19.0,56,351.35,2021,0,Fighting,Mobile,240,3441
2925,25-34,Non-binary,France,Free,14.1,169.9,11,41.16,2023,0,Action,PC,486,1213
2926,25-34,Female,South Korea,Premium,51.4,174.4,85,4.53,2017,0,RPG,Handheld,73,39356
2927,18-24,Female,UAE,Ultimate,27.1,49.4,25,74.4,2020,0,Racing,Console,356,5749
2928,35-44,Male,Italy,Basic,56.4,24.1,50,10.33,2021,0,Racing,Console,393,17854
2929,45-54,Male,UAE,Free,31.3,14.1,92,12.03,2023,1,Adventure,Console,233,35733
2930,45-54,Male,UAE,Ultimate,16.7,59.7,114,230.35,2018,0,Adventure,Mobile,387,2963
2931,35-44,Male,China,Basic,216.8,96.0,52,330.41,2018,0,Strategy,PC,74,28888
2932,18-24,Male,UK,Basic,3.1,340.4,6,35.38,2019,0,Adventure,Handheld,81,44598
2933,18-24,Prefer not to say,Spain,Basic,142.1,126.9,46,163.48,2024,0,Sports,Handheld,229,25040
2934,55+,Female,Spain,Free,69.9,532.1,70,10.9,2019,1,Sports,Handheld,116,15567
2935,<13,Male,Australia,Basic,18.2,306.8,86,120.74,2015,0,Fighting,PC,55,28599
2936,25-34,Male,Poland,Basic,148.1,274.8,15,30.7,2022,1,Action,PC,233,3298
2937,25-34,Female,Russia,Basic,11.1,480.6,118,7.48,2022,1,Shooter,Mobile,122,22592
2938,25-34,Male,Netherlands,Ultimate,74.2,28.1,61,14.0,2023,0,RPG,Handheld,465,35155
2939,55+,Male,South Korea,Free,6.3,78.0,33,101.0,2017,0,Simulation,Console,102,11100
2940,18-24,Male,UAE,Basic,13.2,2648.4,81,5.92,2020,0,Puzzle,PC,0,32526
2941,18-24,Male,Mexico,Free,13.2,15.1,12,35.78,2024,1,Strategy,Handheld,205,4561
2942,13-17,Female,Brazil,Premium,18.2,103.8,31,271.13,2023,0,Strategy,Handheld,497,35739
2943,18-24,Male,UAE,Free,33.4,262.8,99,26.07,2018,0,Shooter,Mobile,413,44239
2944,18-24,Male,Poland,Free,17.1,15.6,34,5.41,2023,0,Adventure,Console,224,49595
2945,18-24,Male,South Korea,Premium,6.5,60.1,32,36.04,2020,0,Puzzle,Console,201,16824
2946,35-44,Female,Canada,Free,48.0,1628.1,23,150.88,2018,0,Adventure,Handheld,244,33294
2947,45-54,Male,UAE,Basic,34.4,182.1,102,7.8,2020,0,Adventure,PC,105,2095
2948,18-24,Male,Canada,Ultimate,45.9,74.5,69,323.95,2020,0,Puzzle,PC,176,18669
2949,18-24,Non-binary,Mexico,Basic,38.0,191.1,40,171.57,2018,0,Fighting,Console,158,7103
2950,45-54,Non-binary,Saudi Arabia,Free,71.1,74.3,66,92.31,2024,0,RPG,PC,48,27871
2951,13-17,Prefer not to say,UK,Free,31.2,1158.7,31,129.8,2019,0,Shooter,Handheld,187,49874
2952,13-17,Female,Spain,Premium,74.4,45.2,12,66.07,2015,0,RPG,Console,268,48854
2953,13-17,Male,UAE,Free,17.8,79.3,103,90.14,2023,0,Racing,Mobile,54,18596
2954,25-34,Male,China,Premium,18.6,24.8,110,60.78,2021,0,Adventure,PC,382,35213
2955,13-17,Male,Russia,Premium,99.6,104.1,42,205.28,2019,0,Puzzle,PC,199,61
2956,55+,Male,Spain,Basic,98.0,120.4,20,379.68,2019,1,Action,PC,98,35525
2957,18-24,Non-binary,Germany,Premium,52.4,623.1,14,15.94,2020,0,Puzzle,Handheld,160,45003
2958,25-34,Female,Italy,Free,16.3,43.8,75,19.05,2022,0,Simulation,PC,471,4735
2959,18-24,Female,India,Basic,15.2,265.2,60,30.36,2017,0,Adventure,Mobile,396,8261
2960,25-34,Male,Australia,Premium,95.8,164.7,95,21.91,2022,0,Racing,PC,86,43846
2961,25-34,Female,Russia,Free,91.7,15.3,115,299.08,2017,0,Strategy,Mobile,381,19312
2962,35-44,Female,Turkey,Free,31.5,62.2,97,5.76,2024,0,Fighting,PC,411,21840
2963,35-44,Male,India,Premium,215.6,59.3,90,123.23,2019,0,Simulation,Console,200,20000
2964,25-34,Female,China,Premium,47.8,1118.4,2,437.05,2019,0,Fighting,Handheld,196,32562
2965,45-54,Male,Brazil,Basic,13.7,285.7,31,22.92,2016,0,Adventure,Handheld,484,28718
2966,35-44,Male,Russia,Premium,26.6,176.6,55,496.75,2015,0,Strategy,Handheld,487,9195
2967,35-44,Female,Russia,Basic,33.3,0.9,35,309.82,2017,0,Sports,Console,47,46796
2968,13-17,Female,France,Ultimate,35.5,15.0,27,32.33,2024,0,RPG,Mobile,487,36900
2969,<13,Male,Turkey,Premium,90.0,355.4,5,186.46,2018,0,Strategy,Handheld,209,40820
2970,18-24,Male,Mexico,Free,15.4,379.3,75,15.8,2021,0,Sports,Mobile,195,31460
2971,25-34,Prefer not to say,Mexico,Free,11.4,60.9,51,10.46,2021,0,RPG,PC,483,16514
2972,18-24,Female,Japan,Premium,53.6,153.4,103,27.23,2023,0,Shooter,PC,239,44483
2973,18-24,Female,China,Ultimate,22.1,140.9,92,413.83,2018,1,Racing,Mobile,1,35660
2974,45-54,Male,Canada,Free,230.2,181.9,16,27.45,2017,0,Fighting,Console,268,34569
2975,45-54,Male,South Korea,Basic,70.4,95.0,116,58.12,2017,0,Fighting,Mobile,471,27284
2976,45-54,Male,Russia,Free,21.8,394.8,40,12.1,2024,0,Simulation,PC,41,39502
2977,18-24,Male,USA,Free,87.4,559.7,90,200.33,2024,0,Simulation,Console,401,466
2978,25-34,Male,Poland,Premium,59.4,46.9,88,190.03,2015,0,Strategy,Handheld,332,16455
2979,18-24,Male,Germany,Free,55.0,35.4,68,18.98,2020,0,Fighting,PC,269,14646
2980,18-24,Male,China,Premium,30.0,57.1,76,1.69,2018,1,Shooter,Handheld,210,7405
2981,18-24,Male,Turkey,Ultimate,46.4,157.3,82,31.73,2019,0,Fighting,Mobile,296,12098
2982,18-24,Female,South Korea,Ultimate,6.2,227.4,119,106.04,2016,0,Racing,Console,12,22079
2983,18-24,Male,Australia,Free,95.0,382.3,78,53.53,2022,0,Fighting,Console,201,6865
2984,35-44,Male,France,Premium,2.1,476.1,81,61.6,2024,0,Racing,Console,109,257
2985,13-17,Male,China,Ultimate,23.2,229.3,44,92.23,2017,0,Action,PC,451,48416
2986,35-44,Male,India,Free,9.2,195.5,41,25.37,2021,0,RPG,Mobile,191,44582
2987,25-34,Male,UK,Basic,22.2,1073.5,16,8.31,2023,0,Strategy,Console,348,14912
2988,18-24,Prefer not to say,Brazil,Ultimate,31.2,149.3,117,165.42,2023,0,Racing,PC,211,23744
2989,25-34,Female,Australia,Free,12.7,301.3,42,14.48,2022,0,RPG,Mobile,298,18252
2990,18-24,Male,USA,Ultimate,3.6,218.0,20,9.0,2017,0,Action,Mobile,298,46176
2991,25-34,Male,Poland,Basic,39.1,120.6,62,115.6,2019,0,Strategy,Handheld,461,13625
2992,18-24,Female,South Korea,Free,175.8,121.5,116,10.39,2024,0,Simulation,Console,386,35742
2993,13-17,Female,India,Basic,25.0,725.1,107,16.0,2015,1,Shooter,Handheld,22,25695
2994,13-17,Male,Turkey,Free,71.3,133.2,28,584.56,2021,0,RPG,Handheld,56,13317
2995,25-34,Male,South Korea,Free,110.3,97.2,60,591.61,2018,0,Puzzle,Console,494,5682
2996,45-54,Female,Australia,Basic,7.2,61.3,41,326.0,2023,0,Shooter,Mobile,354,13233
2997,18-24,Female,Japan,Basic,23.0,246.4,1,170.55,2024,0,Fighting,Handheld,313,8898
2998,35-44,Female,UK,Basic,11.9,80.3,16,309.39,2022,0,Action,Handheld,247,29788
2999,25-34,Female,Saudi Arabia,Free,17.4,221.0,4,1036.81,2024,0,Action,PC,439,21303
3000,45-54,Non-binary,South Korea,Premium,129.2,183.7,54,281.8,2021,0,Racing,Mobile,346,45923
3001,35-44,Male,Poland,Basic,39.6,88.9,96,79.59,2024,0,RPG,PC,375,9222
3002,25-34,Male,Germany,Premium,62.2,27.8,29,202.23,2018,1,Adventure,Handheld,64,22961
3003,25-34,Female,Saudi Arabia,Premium,32.0,43.2,72,27.18,2016,1,Fighting,Mobile,458,13310
3004,45-54,Female,Saudi Arabia,Free,12.6,52.1,66,68.0,2017,0,Puzzle,Mobile,436,33465
3005,18-24,Prefer not to say,Saudi Arabia,Free,57.0,44.5,110,72.69,2022,0,Puzzle,Handheld,107,4225
3006,18-24,Male,Saudi Arabia,Ultimate,90.2,256.3,24,44.38,2020,1,Simulation,PC,393,41634
3007,<13,Male,Russia,Premium,42.7,1910.3,41,34.05,2017,0,Shooter,Handheld,297,7888
3008,35-44,Male,Turkey,Free,49.0,80.4,63,376.83,2024,0,Strategy,Mobile,354,44323
3009,35-44,Male,Poland,Premium,12.3,93.6,56,13.07,2016,0,Puzzle,Handheld,88,39531
3010,13-17,Male,South Korea,Free,58.3,73.6,110,68.15,2022,0,Action,Mobile,86,16197
3011,25-34,Female,Italy,Free,97.2,415.4,14,7.89,2023,0,Adventure,Mobile,271,48711
3012,25-34,Male,Saudi Arabia,Basic,45.8,247.6,53,2.69,2021,0,Sports,Console,259,40198
3013,13-17,Female,Turkey,Free,7.9,145.5,44,327.92,2019,0,RPG,PC,112,18554
3014,55+,Female,China,Ultimate,122.5,34.6,43,375.71,2022,0,Simulation,Mobile,106,18896
3015,18-24,Male,China,Ultimate,15.6,46.5,1,26.36,2017,0,Shooter,PC,357,24283
3016,13-17,Male,Mexico,Basic,45.2,183.2,118,58.91,2018,0,Adventure,Console,333,35943
3017,25-34,Female,India,Free,71.0,194.0,97,35.38,2017,0,Sports,PC,48,43381
3018,35-44,Female,Netherlands,Free,78.5,145.6,11,35.43,2017,0,Puzzle,Console,355,46665
3019,<13,Female,India,Free,7.8,329.6,20,26.26,2022,0,Racing,Handheld,451,25173
3020,25-34,Female,Italy,Basic,36.4,34.2,79,108.87,2017,1,Sports,Mobile,119,42471
3021,25-34,Non-binary,Turkey,Free,34.5,213.6,92,30.82,2020,0,RPG,Mobile,312,31
3022,13-17,Female,Japan,Basic,104.7,199.9,21,101.75,2021,0,Simulation,PC,166,26907
3023,18-24,Female,Poland,Basic,47.8,47.0,87,666.18,2015,1,Sports,Console,30,4147
3024,25-34,Female,Spain,Ultimate,105.5,71.8,73,97.94,2022,0,Action,PC,290,4710
3025,18-24,Female,Brazil,Ultimate,51.0,341.0,20,65.84,2022,0,Strategy,Console,475,31505
3026,45-54,Male,Germany,Basic,31.2,37.9,117,23.17,2018,0,Simulation,Handheld,176,40295
3027,35-44,Non-binary,Australia,Basic,38.7,2854.1,118,53.43,2022,0,Puzzle,Mobile,216,13916
