ReviewID,GameID,PlayerID,Year,Month,Score,Sentiment,Helpful_Votes,Platform,Verified_Purchase
2006,29,8206,2023,7,10,Positive,39,Nintendo Switch,1
2007,184,1435,2022,10,10,Positive,290,Mobile,1
2008,83,4678,2021,5,10,Positive,4,PS5,1
2009,134,4325,2023,10,10,Positive,289,Wii,1
2010,13,8485,2022,1,8,Positive,184,Xbox 360,1
2011,23,6013,2017,9,10,Positive,160,PS4,1
2012,105,4988,2020,9,2,Negative,25,Xbox Series X,0
2013,57,5272,2022,9,9,Positive,172,Mobile,1
2014,57,2029,2019,1,6,Neutral,122,Nintendo Switch,0
2015,144,3843,2021,7,8,Positive,172,PS5,1
2016,194,9595,2024,5,7,Neutral,267,Xbox Series X,1
2017,167,5756,2022,5,8,Positive,371,PS3,1
2018,77,5365,2023,8,9,Positive,327,Mobile,1
2019,132,1975,2017,2,7,Positive,10,Xbox One,1
2020,118,3367,2023,7,5,Neutral,232,Mobile,1
2021,148,151,2021,5,2,Negative,327,PC,1
2022,6,4312,2015,11,4,Negative,410,Wii,1
2023,34,2631,2020,7,9,Positive,315,Xbox One,1
2024,37,8870,2023,1,6,Neutral,31,PS5,1
2025,197,9372,2018,4,10,Positive,112,Xbox One,1
2026,11,1433,2024,11,4,Neutral,274,Mobile,1
2027,92,2792,2019,10,8,Positive,97,Wii,1
2028,166,1907,2018,5,8,Positive,334,Xbox 360,1
2029,36,9808,2021,12,4,Neutral,9,Mobile,1
2030,15,1327,2022,2,7,Neutral,202,Xbox 360,1
2031,126,4877,2018,11,9,Positive,440,PS3,1
2032,24,650,2017,10,4,Negative,332,PS5,1
2033,9,9256,2023,5,6,Neutral,144,PC,1
2034,27,2553,2017,7,8,Positive,125,PS4,1
2035,95,4213,2016,2,8,Positive,461,PS5,0
2036,149,112,2018,4,10,Positive,100,PS3,1
2037,62,3334,2022,3,1,Negative,357,Nintendo Switch,1
2038,102,4311,2020,1,4,Neutral,77,Nintendo Switch,1
2039,89,134,2020,8,7,Positive,483,Mobile,1
2040,196,5093,2018,11,9,Positive,269,Mobile,1
2041,44,6091,2018,8,7,Positive,254,Xbox 360,1
2042,200,4500,2023,10,10,Positive,3,Nintendo Switch,1
2043,150,2409,2020,6,10,Positive,18,Xbox 360,1
2044,140,9533,2019,9,10,Positive,36,PC,1
2045,2,3526,2019,11,10,Positive,47,Xbox Series X,1
2046,183,2547,2021,3,8,Positive,155,Wii,1
2047,156,1095,2018,6,4,Negative,498,Xbox Series X,0
2048,76,721,2018,3,6,Neutral,499,PS4,1
2049,55,60,2022,10,7,Positive,244,PC,1
2050,70,9374,2022,7,8,Positive,81,Wii,1
2051,116,9286,2020,5,4,Neutral,52,PC,1
2052,195,9532,2018,1,9,Positive,390,Wii,1
2053,38,3710,2016,7,5,Neutral,294,PS5,1
2054,140,5740,2021,2,8,Positive,125,Xbox Series X,1
2055,63,4863,2019,8,8,Positive,274,Xbox Series X,1
2056,176,7075,2016,6,8,Positive,244,Xbox One,1
2057,182,5273,2017,12,6,Neutral,134,Nintendo Switch,1
2058,101,4513,2024,5,6,Neutral,133,Wii,1
2059,106,5455,2015,2,9,Positive,484,PS5,1
2060,39,8088,2023,10,1,Negative,348,Nintendo Switch,0
2061,169,923,2016,5,5,Neutral,104,PS4,1
2062,72,8835,2023,6,8,Positive,126,PC,1
2063,116,303,2017,10,4,Neutral,102,PS4,1
2064,60,5353,2023,5,4,Neutral,240,Xbox One,1
2065,16,6862,2022,4,7,Neutral,100,Mobile,1
2066,38,6473,2017,4,2,Negative,174,Wii,1
2067,90,7300,2019,10,7,Positive,8,Wii,1
2068,59,6406,2023,2,9,Positive,400,Xbox Series X,1
2069,194,4674,2023,8,8,Positive,59,Xbox One,1
2070,72,873,2017,1,7,Positive,430,PS5,1
2071,114,2185,2018,10,7,Positive,294,PC,1
2072,56,4073,2017,9,6,Neutral,45,Xbox 360,1
2073,121,7451,2022,9,7,Positive,337,Mobile,1
2074,36,5668,2017,10,4,Neutral,351,PS4,1
2075,70,3971,2022,8,7,Positive,107,Mobile,1
2076,35,6932,2023,4,10,Positive,11,Nintendo Switch,1
2077,128,5616,2022,10,7,Positive,320,PS5,1
2078,198,7734,2016,6,6,Neutral,358,Xbox One,1
2079,141,2410,2015,11,10,Positive,473,PS4,1
2080,21,580,2017,9,7,Positive,180,Xbox One,1
2081,140,5140,2015,7,2,Negative,459,Xbox Series X,0
2082,130,3790,2018,4,7,Positive,180,Xbox One,1
2083,5,5145,2018,9,10,Positive,207,Nintendo Switch,1
2084,159,3049,2015,8,8,Positive,148,PS5,1
2085,32,6506,2024,2,8,Positive,234,Xbox Series X,1
2086,169,248,2015,4,9,Positive,86,Mobile,1
2087,196,8152,2019,5,7,Neutral,286,Xbox Series X,0
2088,8,1059,2020,6,8,Positive,127,Xbox One,1
2089,114,3090,2021,2,10,Positive,215,Xbox One,0
2090,186,8039,2016,8,5,Neutral,429,PS4,1
2091,199,5967,2023,1,7,Positive,156,Wii,1
2092,83,1866,2020,6,7,Positive,371,PS5,1
2093,156,1631,2023,2,10,Positive,357,Xbox One,1
2094,162,1777,2015,12,7,Neutral,399,PS5,1
2095,192,7062,2021,10,8,Positive,361,Xbox 360,1
2096,29,9329,2020,2,8,Positive,242,Nintendo Switch,1
2097,39,4847,2017,5,4,Neutral,13,Wii,1
2098,138,5658,2017,2,9,Positive,123,PC,1
2099,161,5288,2021,3,9,Positive,311,Wii,0
2100,16,4229,2024,7,4,Neutral,125,Mobile,1
2101,28,2679,2020,6,6,Neutral,283,Xbox Series X,1
2102,41,2234,2018,11,4,Negative,100,Xbox Series X,1
2103,104,3756,2020,6,4,Negative,138,PS4,1
2104,76,8992,2018,4,7,Positive,370,Xbox 360,1
2105,88,3104,2024,7,10,Positive,297,PS5,1
2106,45,9640,2019,11,10,Positive,456,PS4,1
2107,82,6624,2020,10,9,Positive,149,Wii,1
2108,148,4421,2020,12,8,Positive,382,Nintendo Switch,1
2109,77,8706,2017,7,9,Positive,86,PC,1
2110,89,870,2019,3,9,Positive,154,Xbox 360,0
2111,88,7812,2020,11,10,Positive,422,Xbox 360,1
2112,146,4947,2017,12,10,Positive,440,Wii,1
2113,39,7973,2022,7,9,Positive,441,Nintendo Switch,1
2114,146,4233,2019,2,10,Positive,46,Wii,1
2115,44,1852,2015,8,7,Positive,86,PC,0
2116,163,2412,2021,12,8,Positive,285,PS5,0
2117,81,7709,2017,2,9,Positive,77,Wii,1
2118,11,7258,2016,5,10,Positive,117,PC,1
2119,124,7567,2019,4,1,Negative,24,Xbox 360,1
2120,22,3808,2024,1,9,Positive,149,Xbox 360,0
2121,200,2941,2020,9,7,Positive,60,Xbox One,1
2122,92,584,2016,1,8,Positive,389,Wii,1
2123,12,2337,2017,1,7,Neutral,58,Xbox One,0
2124,5,5038,2019,1,9,Positive,447,Xbox 360,1
2125,13,873,2024,3,8,Positive,481,Nintendo Switch,1
2126,160,1644,2018,6,3,Negative,144,PC,1
2127,44,9429,2020,6,8,Positive,49,PS5,1
2128,120,8148,2016,12,5,Neutral,415,Xbox 360,1
2129,106,6931,2022,9,8,Positive,3,Nintendo Switch,1
2130,93,1832,2020,3,6,Neutral,248,PS3,1
2131,140,5019,2017,12,10,Positive,114,Wii,1
2132,121,6986,2020,7,7,Positive,131,Xbox 360,1
2133,58,9484,2023,4,7,Positive,226,Xbox Series X,1
2134,166,1595,2022,5,10,Positive,184,PC,1
2135,9,3479,2015,10,9,Positive,196,PS5,1
2136,95,5080,2016,1,8,Positive,89,PS3,1
2137,182,9643,2022,2,8,Positive,133,Wii,1
2138,178,1000,2018,9,10,Positive,408,PS3,1
2139,68,514,2016,11,7,Positive,24,PS3,1
2140,168,6040,2018,11,8,Positive,196,Nintendo Switch,1
2141,29,9913,2020,10,4,Negative,151,Xbox Series X,1
2142,49,6804,2016,8,6,Neutral,310,Nintendo Switch,1
2143,128,2144,2016,1,3,Negative,461,Wii,1
2144,170,5461,2019,10,8,Positive,147,Mobile,1
2145,116,7986,2019,8,9,Positive,436,PS4,1
2146,94,1953,2018,12,6,Neutral,94,PS4,1
2147,122,1328,2015,9,4,Neutral,497,Xbox One,1
2148,91,3553,2021,8,7,Positive,28,PS3,1
2149,10,2545,2020,5,8,Positive,396,Xbox One,1
2150,171,630,2017,9,8,Positive,69,Mobile,1
2151,35,7214,2022,9,7,Positive,310,Xbox One,1
2152,190,451,2019,12,9,Positive,144,PC,1
2153,6,3908,2016,2,9,Positive,493,PS5,1
2154,89,7146,2021,7,10,Positive,142,PC,1
2155,20,4033,2020,3,8,Positive,453,Nintendo Switch,1
2156,162,3422,2021,12,10,Positive,483,Xbox Series X,1
2157,143,4523,2020,2,4,Neutral,429,PS5,1
2158,161,833,2022,7,10,Positive,58,PS4,1
2159,156,3744,2020,6,10,Positive,124,Wii,1
2160,139,3322,2016,1,3,Negative,254,PC,1
2161,144,4126,2024,6,2,Negative,154,PS3,1
2162,167,5419,2022,7,8,Positive,124,Wii,1
2163,51,6466,2019,6,1,Negative,70,Nintendo Switch,1
2164,197,4504,2015,9,10,Positive,67,Xbox One,1
2165,98,777,2017,12,4,Neutral,235,PS3,1
2166,68,6434,2019,6,5,Neutral,104,Xbox One,1
2167,89,8996,2017,12,10,Positive,4,PS3,1
2168,68,1147,2023,3,4,Negative,333,PS3,0
2169,134,8438,2015,1,6,Neutral,74,PC,1
2170,198,1077,2016,6,6,Neutral,489,Xbox 360,1
2171,50,2447,2022,10,5,Neutral,72,Nintendo Switch,1
2172,44,5791,2015,8,8,Positive,61,Wii,1
2173,144,2603,2022,7,7,Positive,34,PS5,1
2174,81,5589,2024,2,10,Positive,36,Xbox 360,1
2175,185,2194,2020,12,6,Neutral,182,PC,1
2176,112,1467,2022,4,7,Positive,159,Xbox Series X,1
2177,66,9034,2020,2,10,Positive,178,Xbox One,1
2178,99,207,2017,9,10,Positive,284,Wii,1
2179,108,594,2015,6,9,Positive,135,PS3,0
2180,86,7521,2019,6,3,Negative,238,PC,1
2181,153,2790,2018,12,6,Neutral,276,PC,1
2182,169,1133,2015,8,9,Positive,52,PS3,1
2183,153,4489,2021,7,9,Positive,198,PC,1
2184,149,5795,2015,4,9,Positive,225,Xbox Series X,0
2185,142,5298,2015,6,1,Negative,225,Mobile,1
2186,147,7236,2019,4,9,Positive,21,Wii,1
2187,122,1079,2018,3,8,Positive,269,Xbox 360,1
2188,182,8774,2017,8,8,Positive,499,Nintendo Switch,1
2189,68,3480,2023,9,7,Neutral,233,Xbox One,1
2190,34,6066,2021,1,8,Positive,19,Mobile,0
2191,17,8673,2015,9,9,Positive,427,Xbox Series X,1
2192,68,1541,2024,10,9,Positive,469,Xbox One,1
2193,47,6602,2016,5,10,Positive,344,Wii,1
2194,170,5861,2017,10,8,Positive,128,Xbox One,1
2195,81,3654,2022,5,6,Neutral,482,Xbox 360,1
2196,82,9665,2017,7,6,Neutral,141,PS5,1
2197,126,1582,2023,10,6,Neutral,251,Nintendo Switch,1
2198,186,2,2018,7,2,Negative,298,PS5,1
2199,66,823,2015,6,9,Positive,456,PS5,1
2200,79,8051,2017,6,7,Neutral,187,PS5,1
2201,59,3767,2021,4,6,Neutral,336,PC,1
2202,85,698,2016,11,7,Neutral,126,PC,1
2203,29,4432,2020,6,10,Positive,24,PC,1
2204,192,1465,2023,4,6,Neutral,153,Xbox 360,0
2205,105,4797,2015,5,6,Neutral,418,Xbox 360,1
2206,194,8609,2016,2,9,Positive,393,PC,0
2207,66,8532,2023,9,7,Neutral,232,Wii,1
2208,71,6254,2018,6,5,Neutral,318,PS4,1
2209,147,4610,2016,8,7,Positive,254,Wii,1
2210,117,3974,2016,6,7,Neutral,162,Xbox Series X,1
2211,149,3427,2019,12,3,Negative,118,PS5,0
2212,38,6167,2024,8,10,Positive,133,Wii,1
2213,140,5837,2024,11,2,Negative,92,Nintendo Switch,1
2214,47,8095,2016,9,9,Positive,439,Wii,1
2215,178,9103,2019,1,8,Positive,436,PS3,1
2216,162,2003,2022,11,6,Neutral,82,Wii,1
2217,128,927,2024,3,8,Positive,287,PS3,1
2218,181,8443,2015,8,6,Neutral,222,Xbox 360,1
2219,32,1467,2016,12,4,Neutral,473,Xbox 360,1
2220,111,6722,2017,11,4,Negative,254,Nintendo Switch,1
2221,76,5518,2017,10,9,Positive,219,PS4,1
2222,198,8960,2023,5,6,Neutral,282,PS5,1
2223,199,8027,2017,1,10,Positive,209,PS3,1
2224,91,6815,2019,8,2,Negative,438,PS3,1
2225,77,8438,2019,7,3,Negative,310,Xbox One,1
2226,157,6270,2020,11,9,Positive,58,Nintendo Switch,1
2227,7,6656,2015,11,7,Neutral,419,PS3,0
2228,146,816,2019,11,9,Positive,240,Nintendo Switch,0
2229,135,3621,2019,5,6,Neutral,435,Wii,1
2230,145,8890,2019,6,7,Positive,38,PS3,1
2231,88,470,2015,7,9,Positive,79,PS4,1
2232,101,6088,2021,5,3,Negative,299,PC,1
2233,96,222,2021,6,9,Positive,84,Nintendo Switch,1
2234,142,8659,2015,10,7,Positive,83,Nintendo Switch,1
2235,49,134,2021,6,8,Positive,193,Wii,1
2236,113,6343,2022,5,4,Neutral,23,PC,1
2237,4,3042,2021,7,9,Positive,299,Xbox 360,1
2238,90,3762,2024,10,9,Positive,372,Nintendo Switch,1
2239,199,2579,2016,2,7,Positive,438,PS5,1
2240,20,3868,2020,7,3,Negative,223,Mobile,1
2241,128,3310,2024,5,10,Positive,377,PC,1
2242,97,577,2018,5,9,Positive,188,PS5,1
2243,30,9456,2018,9,5,Neutral,496,Wii,1
2244,163,7033,2019,1,10,Positive,195,Nintendo Switch,1
2245,161,5034,2022,11,9,Positive,36,PS3,1
2246,28,8342,2020,3,3,Negative,95,Wii,1
2247,39,1555,2018,10,8,Positive,403,PS4,1
2248,190,1887,2015,1,7,Positive,344,Xbox 360,1
2249,132,7085,2024,3,8,Positive,334,PS3,1
2250,148,8899,2021,11,8,Positive,158,Mobile,0
2251,13,8689,2016,2,8,Positive,84,PS3,1
2252,64,3308,2017,5,8,Positive,76,PC,1
2253,159,9597,2019,3,2,Negative,317,PC,1
2254,35,1076,2018,5,9,Positive,73,Xbox 360,1
2255,51,5302,2017,11,8,Positive,396,PS3,0
2256,184,3399,2015,2,7,Positive,54,PS3,1
2257,174,8510,2022,5,10,Positive,92,Wii,1
2258,43,5843,2024,9,5,Neutral,398,Nintendo Switch,1
2259,125,8379,2015,11,1,Negative,167,Wii,0
2260,129,2187,2015,10,2,Negative,491,Xbox One,1
2261,80,8078,2018,7,8,Positive,231,PS4,1
2262,55,5277,2016,5,3,Negative,171,PS5,1
2263,176,1043,2015,8,8,Positive,443,Nintendo Switch,0
2264,96,226,2021,3,6,Neutral,479,Xbox One,1
2265,35,3018,2024,10,7,Positive,404,PS3,1
2266,173,4229,2023,8,9,Positive,298,PS5,1
2267,2,9403,2016,1,2,Negative,352,Nintendo Switch,1
2268,70,1877,2019,1,8,Positive,105,PS4,1
2269,140,9438,2020,2,7,Positive,28,Xbox 360,1
2270,179,9900,2017,12,7,Positive,487,Xbox One,1
2271,195,1045,2021,2,6,Neutral,204,Xbox One,1
2272,94,7766,2018,10,4,Neutral,278,PS5,1
2273,142,2016,2020,6,10,Positive,192,Nintendo Switch,1
2274,126,7519,2017,11,10,Positive,204,Nintendo Switch,1
2275,27,8497,2020,9,2,Negative,9,PS4,1
2276,35,1922,2023,5,10,Positive,342,PS3,1
2277,141,6664,2023,11,6,Neutral,229,PS4,1
2278,84,6833,2023,6,8,Positive,246,PS5,1
2279,125,9062,2018,4,2,Negative,262,Wii,1
2280,51,9363,2018,3,7,Positive,156,PS3,1
2281,161,3856,2016,6,8,Positive,416,PC,1
2282,133,7426,2024,11,6,Neutral,215,Nintendo Switch,1
2283,91,865,2018,5,7,Neutral,66,Xbox One,1
2284,26,9020,2019,10,10,Positive,95,Wii,0
2285,147,8551,2023,3,7,Neutral,151,Xbox Series X,1
2286,196,1731,2022,6,5,Neutral,274,PC,1
2287,187,9290,2023,5,7,Neutral,21,Xbox 360,1
2288,124,846,2021,9,7,Positive,146,Xbox 360,1
2289,95,9263,2016,8,6,Neutral,471,PS5,1
2290,93,7430,2024,5,7,Positive,431,Xbox 360,1
2291,102,3031,2017,12,10,Positive,148,Xbox Series X,1
2292,23,8926,2015,1,10,Positive,196,PC,1
2293,148,3305,2015,10,3,Negative,125,Xbox Series X,1
2294,69,544,2018,5,7,Positive,300,Xbox One,1
2295,194,3483,2022,10,8,Positive,123,Mobile,1
2296,98,5855,2023,6,9,Positive,359,Xbox Series X,1
2297,195,899,2018,4,6,Neutral,97,Xbox One,1
2298,65,7998,2019,1,7,Positive,264,Nintendo Switch,1
2299,132,289,2024,12,9,Positive,206,Wii,1
2300,73,9279,2022,8,7,Positive,414,PS5,1
2301,150,7804,2017,2,7,Positive,130,Xbox One,1
2302,183,6033,2021,4,9,Positive,379,Xbox Series X,1
2303,154,1682,2023,10,8,Positive,284,Xbox Series X,1
2304,48,7600,2015,5,7,Positive,27,PS5,0
2305,41,7166,2020,12,4,Neutral,412,PC,1
2306,104,7686,2021,10,9,Positive,218,PS3,1
2307,52,8704,2019,5,7,Positive,33,PC,0
2308,200,1171,2023,1,8,Positive,127,Xbox One,1
2309,198,5592,2020,2,10,Positive,2,PC,0
2310,80,5852,2017,11,8,Positive,443,PS3,1
2311,70,3577,2015,10,7,Positive,470,PC,1
2312,56,3051,2015,2,10,Positive,48,Xbox One,1
2313,165,9430,2019,12,8,Positive,392,Xbox 360,1
2314,4,9955,2022,11,9,Positive,381,Xbox Series X,1
2315,150,2333,2024,12,9,Positive,221,Wii,1
2316,171,5116,2018,7,6,Neutral,2,Mobile,1
2317,146,8666,2023,5,4,Negative,128,Xbox One,1
2318,89,9100,2022,10,6,Neutral,8,PS4,1
2319,99,7081,2017,1,7,Positive,393,PC,1
2320,150,7176,2020,1,7,Positive,210,Mobile,1
2321,186,1954,2015,1,5,Neutral,134,PS4,1
2322,41,4634,2022,12,7,Positive,351,PC,1
2323,123,1846,2021,6,10,Positive,224,Xbox 360,1
2324,99,7429,2022,11,8,Positive,304,Xbox Series X,1
2325,192,8772,2022,10,8,Positive,146,PS4,1
2326,31,3120,2024,11,8,Positive,249,Xbox 360,1
2327,21,513,2017,3,10,Positive,382,Mobile,1
2328,73,9227,2023,12,7,Positive,198,PS3,1
2329,179,1501,2021,8,10,Positive,395,Xbox Series X,1
2330,160,3954,2019,1,8,Positive,93,PS5,0
2331,1,2647,2015,2,7,Positive,350,Wii,1
2332,151,8567,2017,1,10,Positive,282,PS4,1
2333,77,2412,2017,8,10,Positive,187,Xbox Series X,1
2334,44,4872,2018,6,9,Positive,146,PS3,1
2335,129,112,2022,1,9,Positive,74,PS4,1
2336,30,5929,2024,12,5,Neutral,396,PS5,1
2337,61,6604,2024,4,4,Neutral,136,PS3,0
2338,140,9928,2023,3,9,Positive,403,Xbox 360,0
2339,84,4475,2016,11,1,Negative,360,PS3,0
2340,184,2302,2023,2,1,Negative,283,PS4,1
2341,192,1573,2015,7,5,Neutral,213,Wii,1
2342,138,22,2020,3,1,Negative,438,PS4,0
2343,105,3728,2019,12,9,Positive,2,PS5,0
2344,106,2147,2017,4,10,Positive,158,Xbox Series X,1
2345,123,1491,2015,10,5,Neutral,443,PS3,1
2346,24,6192,2022,1,8,Positive,358,Xbox One,0
2347,159,2486,2015,8,9,Positive,449,Xbox Series X,1
2348,93,2430,2019,10,8,Positive,90,Xbox One,0
2349,108,447,2015,9,1,Negative,84,PS3,1
2350,67,5648,2021,10,10,Positive,277,PC,1
2351,76,7624,2023,5,4,Negative,456,Xbox One,0
2352,138,5680,2021,4,8,Positive,460,Xbox Series X,1
2353,19,8699,2022,6,6,Neutral,346,Mobile,1
2354,168,9989,2018,10,10,Positive,148,Nintendo Switch,1
2355,3,5070,2018,7,7,Positive,429,Xbox 360,1
2356,139,478,2020,2,6,Neutral,333,PC,1
2357,19,3059,2024,7,7,Positive,483,Wii,0
2358,78,9239,2022,6,3,Negative,129,Xbox Series X,1
2359,72,2023,2018,10,4,Neutral,2,PS5,1
2360,20,3234,2020,6,7,Positive,372,Xbox Series X,1
2361,115,6561,2016,1,7,Neutral,372,PS3,1
2362,116,4562,2017,12,4,Negative,86,PS3,0
2363,151,3763,2018,5,7,Neutral,431,Xbox 360,1
2364,98,6002,2023,1,8,Positive,269,Xbox Series X,1
2365,31,4716,2019,3,8,Positive,182,Xbox 360,1
2366,186,1811,2015,11,10,Positive,8,Xbox 360,1
2367,177,665,2016,6,7,Neutral,54,Wii,0
2368,29,9860,2022,8,10,Positive,278,Xbox Series X,1
2369,200,2286,2021,1,7,Positive,266,PS3,1
2370,95,9792,2022,11,7,Positive,245,PS3,1
2371,49,5015,2017,12,6,Neutral,268,Xbox 360,1
2372,182,544,2024,8,8,Positive,482,PC,0
2373,194,535,2016,1,7,Positive,424,PS5,1
2374,142,9304,2015,3,7,Positive,157,PS4,1
2375,182,9898,2021,6,7,Positive,385,Wii,1
2376,88,9909,2022,8,7,Neutral,388,PS4,1
2377,153,1286,2016,1,8,Positive,276,PS3,1
2378,148,3414,2018,7,8,Positive,81,Xbox One,1
2379,103,934,2024,5,8,Positive,89,PS5,1
2380,66,4726,2022,9,8,Positive,317,PS4,1
2381,59,3910,2023,9,4,Neutral,316,Xbox Series X,1
2382,27,8559,2020,10,7,Positive,399,PS3,0
2383,155,3742,2018,5,7,Positive,186,PC,1
2384,121,720,2015,12,8,Positive,336,Mobile,1
2385,63,1243,2017,4,9,Positive,210,Wii,1
2386,155,9361,2017,10,4,Neutral,368,Xbox Series X,1
2387,33,2755,2023,5,9,Positive,428,PS5,1
2388,180,7889,2020,1,7,Neutral,11,PS5,1
2389,195,7925,2016,7,7,Positive,400,PS4,1
2390,33,9924,2017,3,8,Positive,34,PS3,1
2391,135,7679,2023,8,10,Positive,117,Mobile,1
2392,149,5587,2017,11,4,Neutral,255,PS3,1
2393,60,7111,2021,12,9,Positive,227,Wii,1
2394,80,5505,2024,8,10,Positive,137,Nintendo Switch,1
2395,68,3486,2021,12,10,Positive,136,PC,1
2396,45,1629,2021,4,8,Positive,475,Mobile,1
2397,149,4693,2022,6,7,Positive,10,PS4,0
2398,55,5302,2023,5,10,Positive,157,Nintendo Switch,1
2399,159,7079,2023,5,10,Positive,462,Mobile,1
2400,140,9720,2015,2,5,Neutral,304,PS5,1
2401,9,7576,2024,4,8,Positive,219,Nintendo Switch,1
2402,73,7214,2019,6,3,Negative,304,Wii,0
2403,161,5053,2024,9,1,Negative,410,Xbox Series X,1
2404,3,4598,2015,3,10,Positive,312,Wii,0
2405,90,8104,2023,5,5,Neutral,437,PS5,1
2406,196,6526,2017,5,5,Neutral,277,Xbox Series X,1
2407,97,2497,2017,8,5,Neutral,122,PS3,1
2408,187,7807,2017,8,10,Positive,178,Nintendo Switch,1
2409,16,1737,2019,2,8,Positive,136,Wii,1
2410,89,5503,2022,12,7,Positive,415,PS5,1
2411,26,7970,2017,11,4,Neutral,337,PS3,1
2412,112,1675,2018,3,4,Neutral,90,Wii,0
2413,86,7850,2021,5,7,Positive,289,PS3,1
2414,198,5251,2020,5,9,Positive,114,PS4,1
2415,53,1103,2022,11,4,Neutral,268,Wii,1
2416,60,227,2021,8,10,Positive,209,PS3,1
2417,182,9029,2016,12,3,Negative,403,Xbox Series X,1
2418,26,1814,2021,12,8,Positive,215,Wii,1
2419,163,1549,2020,8,10,Positive,493,Xbox One,1
2420,176,9521,2016,2,9,Positive,105,PS5,1
2421,22,3452,2015,1,7,Positive,42,PS5,1
2422,106,6540,2015,9,7,Neutral,296,PS3,1
2423,161,6587,2020,11,8,Positive,32,Nintendo Switch,1
2424,27,4915,2018,11,9,Positive,232,Mobile,1
2425,136,2873,2023,12,9,Positive,274,Xbox 360,0
2426,1,1833,2024,6,5,Neutral,243,PS5,1
2427,57,9912,2023,11,4,Neutral,415,Mobile,1
2428,19,475,2022,3,9,Positive,326,Xbox 360,1
2429,22,1732,2019,2,7,Positive,145,Wii,1
2430,31,2470,2019,12,10,Positive,450,Nintendo Switch,0
2431,111,7090,2015,5,9,Positive,30,Wii,0
2432,50,2137,2023,7,7,Positive,121,PS5,1
2433,151,1038,2024,4,7,Positive,9,PS4,1
2434,58,4440,2024,4,8,Positive,315,PS4,1
2435,112,4649,2017,4,7,Positive,419,PC,1
2436,119,1708,2019,8,5,Neutral,449,Wii,1
2437,168,9225,2019,11,7,Neutral,488,PS5,1
2438,157,1094,2016,12,7,Positive,427,Mobile,1
2439,124,8256,2015,4,5,Neutral,471,Wii,1
2440,57,4976,2019,5,1,Negative,273,Xbox 360,1
2441,46,2187,2023,5,9,Positive,366,Wii,1
2442,108,1663,2016,6,1,Negative,354,Mobile,1
2443,188,1375,2020,11,9,Positive,17,PS3,1
2444,19,4308,2022,4,6,Neutral,228,PS3,1
2445,155,8499,2018,1,6,Neutral,366,Xbox One,1
2446,45,4314,2015,5,4,Neutral,26,PS3,1
2447,109,1294,2018,10,8,Positive,410,Mobile,0
2448,13,4104,2023,8,7,Positive,380,Xbox Series X,1
2449,114,1103,2016,4,9,Positive,165,Xbox Series X,1
2450,81,7276,2017,6,1,Negative,324,Xbox 360,0
2451,94,5846,2016,6,5,Neutral,408,Xbox One,1
2452,44,4784,2021,4,5,Neutral,359,PS4,0
2453,2,2669,2019,7,7,Positive,156,Wii,1
2454,53,599,2019,9,2,Negative,495,PC,1
2455,28,7192,2024,9,10,Positive,227,Xbox Series X,0
2456,70,1877,2019,5,5,Neutral,0,PS5,1
2457,19,6555,2022,2,2,Negative,164,PS5,0
2458,44,9800,2021,2,2,Negative,253,Xbox Series X,1
2459,16,7766,2021,10,4,Neutral,335,PS5,1
2460,157,2059,2023,4,7,Positive,306,Xbox 360,0
2461,182,1439,2020,11,6,Neutral,204,Xbox One,1
2462,56,5041,2017,12,3,Negative,281,PS3,1
2463,25,998,2018,4,2,Negative,139,Mobile,1
2464,30,3812,2021,9,8,Positive,284,Nintendo Switch,1
2465,199,1097,2019,10,10,Positive,43,PS4,1
2466,5,2688,2023,11,7,Positive,260,PS3,1
2467,178,2540,2016,1,9,Positive,309,Xbox Series X,1
2468,152,7979,2022,12,10,Positive,497,PS4,1
2469,133,4070,2024,8,4,Neutral,44,Mobile,1
2470,36,4068,2022,11,3,Negative,385,Mobile,1
2471,26,4947,2022,1,9,Positive,282,PS5,1
2472,63,801,2023,12,7,Neutral,407,Xbox One,1
2473,35,4968,2017,1,2,Negative,355,Xbox 360,1
2474,113,3106,2021,12,7,Neutral,392,PC,1
2475,127,6362,2020,12,10,Positive,63,Xbox 360,1
2476,138,388,2023,6,9,Positive,490,PS5,1
2477,37,3047,2015,5,9,Positive,175,Xbox Series X,1
2478,158,7235,2022,8,3,Negative,104,Mobile,1
2479,181,3468,2022,1,8,Positive,158,Nintendo Switch,0
2480,136,1922,2018,12,5,Neutral,295,Wii,0
2481,136,8466,2019,10,6,Neutral,148,Xbox 360,1
2482,12,3921,2019,12,8,Positive,39,Wii,1
2483,46,5749,2021,3,4,Neutral,230,PS4,1
2484,187,9581,2015,5,9,Positive,186,Nintendo Switch,1
2485,174,501,2018,9,10,Positive,176,PC,1
2486,9,3518,2015,10,8,Positive,186,Wii,0
2487,97,2737,2016,11,1,Negative,109,Xbox One,0
2488,151,8557,2022,10,7,Neutral,189,PS5,1
2489,162,4543,2020,5,3,Negative,81,Wii,1
2490,75,8381,2015,9,2,Negative,62,Xbox 360,1
2491,194,8710,2020,5,10,Positive,427,PS5,1
2492,150,4039,2024,1,6,Neutral,23,Xbox One,1
2493,156,7307,2022,7,9,Positive,301,Xbox One,0
2494,37,4560,2021,11,9,Positive,106,PS4,1
